e69de29bb2d1      0B .nojekyll
320e9c6c3896  59617B acme_diags/myresults_05_30_cartopy/set5/set7_ERA40/ERA40-U-200-ANN-polar_S_test.nc
349e2f9232f0  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CRU/CRU-TREFHT_LAND-ANN-polar_S_test.nc
34c6d5cb7e62  59617B acme_diags/myresults_05_30_cartopy/set7/set7_SST_HadISST/HadISST_CL-SST-ANN-polar_S_test.nc
378fe8775528  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDTOT-ANN-polar_S_test.nc
3a23e060ebe2  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDMED-ANN-polar_S_test.nc
3f442d201e2e  59617B acme_diags/myresults_05_30_cartopy/set7/set7_JRA25/JRA25-TREFHT-ANN-polar_S_test.nc
479cc9837eb8  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CRU/CRU-TREFHT_LAND-ANN-polar_S_diff.nc
4e3dbd8f4e59  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ERA40/ERA40-PREH2O-ANN-polar_S_test.nc
4ec317f60077  59617B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-U-200-ANN-polar_S_diff.nc
51e3ac6d5bf0  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ERA40/ERA40-LHFLX-ANN-polar_S_test.nc
5339b59a14e4  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-ALBEDOC-ANN-polar_S_diff.nc
59ea3e571b15  59617B acme_diags/myresults_05_30_cartopy/set7/set7_WILLMOTT/WILLMOTT-PRECT_LAND-ANN-polar_S_test.nc
5dd3c8f19ed3  59617B acme_diags/myresults_05_30_cartopy/set7/set7_MERRA/MERRA-PSL-ANN-polar_S_test.nc
6158250dd740  59617B acme_diags/myresults_05_30_cartopy/set7/set7_SST_HadISST/HadISST_CL-SST-ANN-polar_S_diff.nc
6714236a75b8  59617B acme_diags/myresults_05_30_cartopy/set7/set7_MERRA/MERRA-PREH2O-ANN-polar_S_diff.nc
6ad6f8140381  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUT-ANN-polar_S_diff.nc
825ec0aa4e97  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-LWCFSRF-ANN-polar_S_test.nc
847a23cc6b3c  59617B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-T-850-ANN-polar_S_diff.nc
8d3c6a0747eb  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-SWCF-ANN-polar_S_test.nc
8e886e4abb49  59617B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-Z3-300-ANN-polar_S_diff.nc
9429c75145f5  59617B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-Z3-500-ANN-polar_S_diff.nc
997469ac38d8  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FLNS-ANN-polar_S_test.nc
a239e2740550  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ERAI/ERAI-PRECT-ANN-polar_S_test.nc
a2468cd7161b  59617B acme_diags/myresults_05_30_cartopy/set7/set7_SSMI/SSMI-PRECT_OCN-ANN-polar_S_test.nc
a49629de95d0  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-LWCF-ANN-polar_S_test.nc
a5a2010883b8  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUT-ANN-polar_S_test.nc
a5d757cf13b0  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-SWCFSRF-ANN-polar_S_test.nc
ad3c63880355  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDLOW-ANN-polar_S_test.nc
aefbbb506899  59617B acme_diags/myresults_05_30_cartopy/set7/set7_WILLMOTT/WILLMOTT-PRECT_LAND-ANN-polar_S_diff.nc
b1585c9e6160  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSDS-ANN-polar_S_test.nc
b3e0d8d9271b  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUTC-ANN-polar_S_diff.nc
b3e528b4d464  59617B acme_diags/myresults_05_30_cartopy/set7/set7_WILLMOTT/WILLMOTT-TREFHT_LAND-ANN-polar_S_diff.nc
b54579230ca3  59617B acme_diags/myresults_05_30_cartopy/set5/set7_ERA40/ERA40-Z3-500-ANN-polar_S_test.nc
b770a98f13fa  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-RESTOM-ANN-polar_S_diff.nc
b8473043b8aa  59617B acme_diags/myresults_05_30_cartopy/set7/set7_JRA25/JRA25-SHFLX-ANN-polar_S_test.nc
be300c0ee6e7  59617B acme_diags/myresults_05_30_cartopy/set7/set7_MERRA/MERRA-PSL-ANN-polar_S_diff.nc
c1ad03837d59  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FLNSC-ANN-polar_S_test.nc
c70b61ee4824  59617B acme_diags/myresults_05_30_cartopy/set7/set7_LARYEA/LARYEA-QFLX-ANN-polar_S_test.nc
cb15580b91a9  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSNSC-ANN-polar_S_test.nc
cd86c8be0123  59617B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-T-200-ANN-polar_S_diff.nc
cfbe953c8e09  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FSNTOA-ANN-polar_S_diff.nc
d2c6b2dd12d6  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FSNTOAC-ANN-polar_S_test.nc
d38b0b084ce5  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-RESTOM-ANN-polar_S_test.nc
d4216c2766fe  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUTC-ANN-polar_S_test.nc
d6ea07d4a1da  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSDSC-ANN-polar_S_test.nc
d786e2c3e1ea  59617B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSNS-ANN-polar_S_test.nc
e55631ec11a6  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-SWCF-ANN-polar_S_diff.nc
e92fa340f648  59617B acme_diags/myresults_05_30_cartopy/set7/set7_SST_HadISST/HadISST_PD-SST-ANN-polar_S_diff.nc
ea9d978065c9  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-LWCF-ANN-polar_S_diff.nc
ebc37db0dc8b  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-ALBEDO-ANN-polar_S_diff.nc
f1bee4b3a822  59617B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDHGH-ANN-polar_S_test.nc
f7039d3ef6a7  59617B acme_diags/myresults_05_30_cartopy/set7/set7_SSMI/SSMI-PREH2O_OCN-ANN-polar_S_test.nc
17661c905b84  59926B acme_diags/myresults_05_30_cartopy/set5/set7_ERAI/ERAI-T-850-ANN-polar_N_ref.nc
4efc5863715f  59926B acme_diags/myresults_05_30_cartopy/set5/set7_ERAI/ERAI-T-200-ANN-polar_N_ref.nc
509c15f79cd6  59927B acme_diags/myresults_05_30_cartopy/set5/set7_ERAI/ERAI-U-200-ANN-polar_N_ref.nc
9f8a840d2a45  59936B acme_diags/myresults_05_30_cartopy/set5/set7_ERAI/ERAI-Z3-300-ANN-polar_N_ref.nc
ae622a447adc  59936B acme_diags/myresults_05_30_cartopy/set5/set7_ERAI/ERAI-Z3-500-ANN-polar_N_ref.nc
9eb2d2f43c07  59944B acme_diags/myresults_05_30_cartopy/set7/set7_ERAI/ERAI-PREH2O-ANN-polar_N_ref.nc
9667df6ca29c  60126B docs/doctrees/quickguides/quick-guide-cori.doctree
d98480d8e042  60126B docs/doctrees/quickguides/quick-guide-cori.doctree
c7744fbf8097  60127B acme_diags/myresults_05_30_cartopy/set7/set7_ERAI/ERAI-PRECT-ANN-polar_N_ref.nc
30ecd503b914  60130B acme_diags/myresults_05_30_cartopy/set7/set7_ERAI/ERAI-LHFLX-ANN-polar_N_ref.nc
d4659c876b92  60283B docs/doctrees/environment.pickle
adafd06b1ec4  60289B docs/doctrees/quickguides/quick-guide-cori.doctree
e847474001eb  60289B docs/doctrees/quickguides/quick-guide-cori.doctree
7e592d6fdb6c  60294B docs/doctrees/quickguides/quick-guide-cori.doctree
436604025516  60629B docs/doctrees/defining-parameters.doctree
bd52b37e3a5c  60638B docs/doctrees/defining-parameters.doctree
a4491556ce2a  60641B docs/doctrees/defining-parameters.doctree
14e102219c4f  60868B docs/doctrees/environment.pickle
8acecdd658a7  60868B docs/doctrees/environment.pickle
32fb8efd29b8  60976B acme_diags/plotset5/polar/set5_AIRS/AIRS-T-200-ANN-polar_S_ref.nc
6b8a550371a9  60976B acme_diags/plotset5/polar/set5_AIRS/AIRS-T-850-ANN-polar_S_ref.nc
2c66c2b1995f  61515B docs/doctrees/available-parameters.doctree
9422c7738ed2  61560B docs/doctrees/defining-parameters.doctree
8aea5f250819  61886B acme_diags/acme_digs_v1/amwg_viewer/img/SET6.png
7237a5a48789  61952B acme_diags/plotset5/set5_model_to_model/set/index.html
333379416c93  62116B acme_diags/myresults_05_30_cartopy/set5/set5_XIEARKIN/XIEARKIN-PRECT-ANN-global_ref.nc
adb431181715  62187B acme_diags/myresults_05_30_cartopy/set5/set5_WARREN/WARREN-CLDLOW-ANN-global_ref.nc
cc03115e5151  62189B acme_diags/myresults_05_30_cartopy/set5/set5_WARREN/WARREN-CLDTOT-ANN-global_ref.nc
4cf32724591d  62193B acme_diags/myresults_05_30_cartopy/set5/set5_NVAP/NVAP-PREH2O-ANN-global_ref.nc
3ecfb8b30cb6  62195B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FSNTOA-ANN-global_ref.nc
849bb1d169fb  62196B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-RESTOM-ANN-global_ref.nc
91659cf0788b  62198B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-LWCFSRF-ANN-global_ref.nc
b17853510b62  62198B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-SWCFSRF-ANN-global_ref.nc
8e592ae2682e  62204B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FSNTOAC-ANN-global_ref.nc
fb98774323d1  62217B docs/doctrees/available-parameters.doctree
fdab4d214e26  62255B acme_diags/myresults_05_30_cartopy/set5/set5_LEGATES/LEGATES-TREFHT-ANN-global_diff.nc
4cede16e2a62  62258B acme_diags/myresults_05_30_cartopy/set5/set5_WARREN/WARREN-CLDLOW-ANN-global_diff.nc
ae2377362158  62260B acme_diags/myresults_05_30_cartopy/set5/set5_WARREN/WARREN-CLDTOT-ANN-global_diff.nc
af28368f4366  62263B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLDSC-ANN-global_diff.nc
8d034f109b75  62269B acme_diags/myresults_05_30_cartopy/set5/set5_SSMI/SSMI-TGCLDLWP_OCN-ANN-global_diff.nc
28024b905105  62271B acme_diags/myresults_05_30_cartopy/set5/set5_SSMI/SSMI-PRECT_OCN-ANN-global_ref.nc
49aa3dae49b1  62271B acme_diags/myresults_05_30_cartopy/set5/set5_SSMI/SSMI-PREH2O_OCN-ANN-global_ref.nc
a3d7e64bf5a4  62273B acme_diags/myresults_05_30_cartopy/set5/set5_SSMI/SSMI-PRECT_OCN-ANN-global_diff.nc
3d76661deed0  62276B acme_diags/myresults_05_30_cartopy/set5/set5_SSMI/SSMI-TGCLDLWP_OCN-ANN-global_ref.nc
109251c4c7e2  62279B acme_diags/myresults_05_30_cartopy/set5/set5_NVAP/NVAP-PREH2O-ANN-global_diff.nc
2cd7954f53c6  62279B acme_diags/myresults_05_30_cartopy/set5/set5_SSMI/SSMI-PREH2O_OCN-ANN-global_diff.nc
779f3380c3c5  62283B acme_diags/myresults_05_30_cartopy/set5/set5_LEGATES/LEGATES-PRECT-ANN-global_diff.nc
ca2236d47cc7  62314B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-LWCF-ANN-global_diff.nc
9e8f73f541ea  62315B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-SWCF-ANN-global_diff.nc
6e59817e1d29  62316B acme_diags/myresults_05_30_cartopy/set5/set5_LEGATES/LEGATES-TREFHT-ANN-global_ref.nc
5a26525f2155  62317B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSNS-ANN-global_diff.nc
bdd4f7c86046  62320B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLNS-ANN-global_diff.nc
e93cc6947651  62322B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-LWCFSRF-ANN-global_diff.nc
0aab97b01a62  62323B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-SWCFSRF-ANN-global_diff.nc
16f26c611cce  62324B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-RESTOM-ANN-global_diff.nc
8320bc8cb700  62325B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSDS-ANN-global_diff.nc
9b1aa0ea585a  62326B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSNSC-ANN-global_diff.nc
926076de093d  62327B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FSNTOA-ANN-global_diff.nc
68f2c6d74f55  62328B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLDS-ANN-global_diff.nc
fa2ba3c84c84  62329B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLNSC-ANN-global_diff.nc
cb29db754928  62331B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FLUT-ANN-global_diff.nc
c2762de71624  62334B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSDSC-ANN-global_diff.nc
16a46152f2dd  62336B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FSNTOAC-ANN-global_diff.nc
34653d8df51e  62340B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FLUTC-ANN-global_diff.nc
eb42abf1b394  62397B misc/e3sm_logo.png
12da64a7cac7  62560B acme_diags/plotset5/polar/set5_AIRS/AIRS-T-200-ANN-polar_N_ref.nc
436fd1b4c7f4  62560B acme_diags/plotset5/polar/set5_AIRS/AIRS-T-850-ANN-polar_N_ref.nc
0888f9162a0c  62738B acme_diags/plot/cartopy/.lat_lon_vector_plot.py.un~
018bc61be9f2  62761B acme_diags/myresults_05_30_cartopy/set5/set7_AIRS/AIRS-T-850-ANN-polar_N_test.nc
06b782423969  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSDS-ANN-polar_N_test.nc
07378303cf32  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-SWCFSRF-ANN-polar_N_test.nc
094f23b9c38c  62761B acme_diags/myresults_05_30_cartopy/set7/set7_SST_HadISST/HadISST_PD-SST-ANN-polar_N_diff.nc
1188334f3fed  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-LWCF-ANN-polar_N_diff.nc
1334819eff4f  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FLNS-ANN-polar_N_test.nc
18b160408a0f  62761B acme_diags/myresults_05_30_cartopy/set7/set7_MERRA/MERRA-PREH2O-ANN-polar_N_diff.nc
1b88cdec628d  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CRU/CRU-TREFHT_LAND-ANN-polar_N_diff.nc
1ece077a7dc7  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSNS-ANN-polar_N_test.nc
25e448b37f45  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FSNTOAC-ANN-polar_N_test.nc
2865a301c7dc  62761B acme_diags/myresults_05_30_cartopy/set5/set7_AIRS/AIRS-T-200-ANN-polar_N_test.nc
2d3c8d5d42e3  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-ALBEDO-ANN-polar_N_diff.nc
304dbb94622c  62761B acme_diags/myresults_05_30_cartopy/set7/set7_SST_HadISST/HadISST_PI-SST-ANN-polar_N_diff.nc
3352ee7c71fc  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDHGH-ANN-polar_N_test.nc
33757ff23b87  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-ALBEDOC-ANN-polar_N_diff.nc
33ffa0970d6f  62761B acme_diags/myresults_05_30_cartopy/set5/set7_ERA40/ERA40-U-200-ANN-polar_N_test.nc
35860fe0a484  62761B acme_diags/myresults_05_30_cartopy/set7/set7_LARYEA/LARYEA-QFLX-ANN-polar_N_test.nc
3d4a62412d65  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FLDSC-ANN-polar_N_test.nc
4085baceaabe  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-LWCF-ANN-polar_N_test.nc
434193352b68  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDLOW-ANN-polar_N_test.nc
43b40b9d52e9  62761B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-Z3-500-ANN-polar_N_diff.nc
44317663a809  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ERA40/ERA40-PREH2O-ANN-polar_N_test.nc
4732336aa863  62761B acme_diags/myresults_05_30_cartopy/set7/set7_JRA25/JRA25-SHFLX-ANN-polar_N_test.nc
4b3c26f6c131  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-RESTOM-ANN-polar_N_test.nc
53d42414adcc  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ERA40/ERA40-LHFLX-ANN-polar_N_test.nc
58fbc0f409b8  62761B acme_diags/myresults_05_30_cartopy/set7/set7_SST_HadISST/HadISST_CL-SST-ANN-polar_N_test.nc
59d662f0fc05  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FLNSC-ANN-polar_N_test.nc
63adefce12ba  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FSNTOA-ANN-polar_N_diff.nc
68738d13a59b  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-RESTOM-ANN-polar_N_diff.nc
6ddffca1f6c3  62761B acme_diags/myresults_05_30_cartopy/set5/set7_ERA40/ERA40-Z3-500-ANN-polar_N_test.nc
6e38e0b6e315  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FSNTOAC-ANN-polar_N_diff.nc
723e03803c56  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-ALBEDOC-ANN-polar_N_test.nc
76cd0cf89826  62761B acme_diags/myresults_05_30_cartopy/set7/set7_WILLMOTT/WILLMOTT-PRECT_LAND-ANN-polar_N_test.nc
83af20d60beb  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-LWCFSRF-ANN-polar_N_test.nc
89540b3104cb  62761B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-T-200-ANN-polar_N_diff.nc
8d1cccf6ab5d  62761B acme_diags/myresults_05_30_cartopy/set7/set7_SSMI/SSMI-PREH2O_OCN-ANN-polar_N_test.nc
95f1b8b9d345  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-ALBEDO-ANN-polar_N_test.nc
97a3b9d8654b  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-SWCF-ANN-polar_N_test.nc
99731e45e6bc  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FLDS-ANN-polar_N_test.nc
9a1ddf3f179c  62761B acme_diags/myresults_05_30_cartopy/set7/set7_SST_HadISST/HadISST_CL-SST-ANN-polar_N_diff.nc
9b4bf3d691eb  62761B acme_diags/myresults_05_30_cartopy/set7/set7_WILLMOTT/WILLMOTT-PRECT_LAND-ANN-polar_N_diff.nc
9c1591df482c  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDMED-ANN-polar_N_test.nc
a8ed282f72fe  62761B acme_diags/myresults_05_30_cartopy/set7/set7_WILLMOTT/WILLMOTT-TREFHT_LAND-ANN-polar_N_diff.nc
b134144bf1a3  62761B acme_diags/myresults_05_30_cartopy/set7/set7_MERRA/MERRA-PSL-ANN-polar_N_test.nc
b78dd2823d82  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ERAI/ERAI-PRECT-ANN-polar_N_test.nc
bb8103aca58e  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CLOUDSAT/CLOUDSAT-CLDTOT-ANN-polar_N_test.nc
beb75aaab2ff  62761B acme_diags/myresults_05_30_cartopy/set7/set7_SSMI/SSMI-PRECT_OCN-ANN-polar_N_test.nc
bfff3ae11b76  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSDSC-ANN-polar_N_test.nc
c073bbbb15b5  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUT-ANN-polar_N_diff.nc
c3b3f5d65c9f  62761B acme_diags/set7/set7/set3_CRU/CRU-TREFHT_LAND-ANN-polar_N_diff.nc
c49b3d936deb  62761B acme_diags/myresults_05_30_cartopy/set7/set7_SSMI/SSMI-TGCLDLWP_OCN-ANN-polar_N_test.nc
ca487dbd3c11  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUTC-ANN-polar_N_test.nc
cd591fd08dda  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FSNTOA-ANN-polar_N_test.nc
dc28d8ab0266  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CRU/CRU-TREFHT_LAND-ANN-polar_N_test.nc
ddf5b2758f5d  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUT-ANN-polar_N_test.nc
dee24c5a4ba3  62761B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-Z3-300-ANN-polar_N_diff.nc
e00a1dff5d42  62761B acme_diags/myresults_05_30_cartopy/set7/set7_ISCCPFD/ISCCPFD-FSNSC-ANN-polar_N_test.nc
e057ffc8a22a  62761B acme_diags/myresults_05_30_cartopy/set7/set7_JRA25/JRA25-TREFHT-ANN-polar_N_test.nc
e7564bb5e4d0  62761B acme_diags/myresults_05_30_cartopy/set5/set7_ERA40/ERA40-Z3-300-ANN-polar_N_test.nc
e806d055deb1  62761B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-U-200-ANN-polar_N_diff.nc
f5ee2382fd2b  62761B acme_diags/myresults_05_30_cartopy/set7/set7_MERRA/MERRA-PSL-ANN-polar_N_diff.nc
f8b766eeeb5f  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-FLUTC-ANN-polar_N_diff.nc
f918888a6398  62761B acme_diags/myresults_05_30_cartopy/set7/set7_CERES-EBAF/CERES-EBAF-SWCF-ANN-polar_N_diff.nc
fb33c81eb5e0  62761B acme_diags/myresults_05_30_cartopy/set5/set7_MERRA/MERRA-T-850-ANN-polar_N_diff.nc
0615697d9ae9  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSDS-ANN-global_ref.nc
11572b17f70d  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSDSC-ANN-global_ref.nc
1f4667401981  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLDSC-ANN-global_ref.nc
1f518191be63  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-SWCF-ANN-global_ref.nc
210f2edbb45b  62836B acme_diags/myresults_05_30_cartopy/set5/set5_LEGATES/LEGATES-PRECT-ANN-global_ref.nc
476e03de570d  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSNS-ANN-global_ref.nc
7eeb576eec5f  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLNSC-ANN-global_ref.nc
80a35e861727  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FLUTC-ANN-global_ref.nc
9102d20d8c6b  62836B acme_diags/myresults_05_30_cartopy/set5/set5_XIEARKIN/XIEARKIN-PRECT-ANN-global_diff.nc
a80d412104d7  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLNS-ANN-global_ref.nc
aeab39a1fb35  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-LWCF-ANN-global_ref.nc
bc8713c0f4aa  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ERBE/ERBE-FLUT-ANN-global_ref.nc
f396b03a4e1d  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FLDS-ANN-global_ref.nc
f982e36e94ed  62836B acme_diags/myresults_05_30_cartopy/set5/set5_ISCCPFD/ISCCPFD-FSNSC-ANN-global_ref.nc
9986acd9529b  63095B docs/doctrees/available-parameters.doctree
4b8a36d249a0  63184B docs/html/_static/fonts/Inconsolata.ttf
a4a06bcf70ec  63440B docs/doctrees/available-parameters.doctree
66ffc2c028ab  63445B docs/doctrees/available-parameters.doctree
ff4492d97e0d  63445B docs/doctrees/available-parameters.doctree
32dc541078d3  63450B docs/doctrees/available-parameters.doctree
09dc08d51504  63708B acme_diags/plotset5/3d/set5_ERAI/ERAI-PREH2O-ANN-polar_S_diff.nc
52a74953db10  63708B acme_diags/plotset5/3d/set5_ERAI/ERAI-LHFLX-ANN-polar_S_diff.nc
77982c4c7696  63708B acme_diags/plotset5/3d/set5_ERAI/ERAI-PRECT-ANN-polar_S_diff.nc
9278e6975777  63708B acme_diags/plotset5/3d/set5_ERAI/ERAI-Z3-500-ANN-polar_S_diff.nc
cc047e331385  63708B acme_diags/plotset5/polar/set5_ERAI/ERAI-PREH2O-ANN-polar_S_diff.nc
dee5de2e0a5d  63708B acme_diags/plotset5/3d/set5_ERAI/ERAI-Z3-300-ANN-polar_S_diff.nc
480b3989e57a  64134B acme_diags/plotset5/3d/set5_ERAI/ERAI-LHFLX-ANN-polar_S_ref.nc
b0116ab5c441  64135B acme_diags/plotset5/3d/set5_ERAI/ERAI-PREH2O-ANN-polar_S_ref.nc
97ec129283dd  64136B acme_diags/plotset5/3d/set5_ERAI/ERAI-PRECT-ANN-polar_S_ref.nc
